Date	number of bedrooms	number of bathrooms	living area	lot area	number of floors	waterfront present	number of views	condition of the house	grade of the house	Area of the house(excluding basement)	Area of the basement	Built Year	Renovation Year	Postal Code	Lattitude	Longitude	living_area_renov	lot_area_renov	Number of schools nearby	Distance from the airport	Price
42726	3	3.25	2660	17852	2.5	0	0	3	8	2660	0	2014	0	122062	52.5377	-114.201	1320	11876	3	71	379000
42551	4	1.75	1700	5846	1.0	0	0	3	8	1700	0	1957	0	122032	52.8839	-114.598	1480	5177	3	61	616000
42621	3	1.5	1730	5750	1.0	0	0	3	7	1250	480	1947	0	122009	52.7945	-114.587	1370	5750	1	64	550000
42621	2	1.75	1700	3618	1.0	0	1	3	8	1260	440	1950	0	122032	52.8636	-114.587	2200	5000	1	73	895000
42575	2	2.0	1870	5562	1.0	0	0	3	8	1870	0	2006	0	122045	52.9382	-114.205	2170	5580	2	50	592500
42547	3	2.5	1720	6194	2.0	0	0	3	8	1720	0	1998	0	122023	52.4924	-114.411	1720	6211	1	59	255000
42588	3	1.5	2560	4000	1.5	0	0	5	8	1660	900	1927	0	122047	52.8684	-114.469	2560	4000	1	62	1090000
42565	4	1.75	1800	5210	1.0	0	0	5	7	1080	720	1979	0	122051	52.7598	-114.47	1870	5365	2	63	340000
42553	3	2.0	2360	4800	2.0	0	0	3	9	2360	0	1909	2014	122047	52.8617	-114.502	2260	4800	3	71	1760000
42641	4	1.0	1560	8450	1.5	0	0	4	6	1560	0	1954	0	122031	52.6852	-114.544	1380	8100	3	79	305000
42587	3	1.75	1600	8400	1.0	0	0	5	8	1600	0	1963	0	122027	52.7779	-114.369	2210	8400	1	65	480000
42662	3	1.0	1500	3399	2.0	0	0	5	7	1300	200	1926	0	122028	52.9138	-114.542	1360	3588	1	65	415000
42614	4	2.75	2090	8400	1.0	0	0	4	8	1240	850	1976	0	122005	52.9172	-114.313	2340	9000	3	68	610000
42692	3	1.0	2230	3200	2.0	0	2	3	8	1630	600	1918	0	122061	52.8634	-114.546	2280	5400	2	50	770000
42670	3	2.0	1330	5632	1.0	0	0	3	8	1330	0	1988	0	122011	52.8045	-114.207	1900	4842	2	62	424000
42658	2	1.75	1160	6828	1.0	0	0	3	7	860	300	1941	0	122006	52.9237	-114.488	1250	6828	1	66	458500
42603	3	2.5	2420	9000	2.0	0	0	4	9	2420	0	1987	0	122030	52.8899	-114.336	2630	9000	1	54	752888
42524	4	1.75	1650	7800	1.0	0	0	3	8	1650	0	1968	0	122046	52.6807	-114.329	1750	10400	1	61	327500
42723	2	1.0	1210	4895	1.0	0	0	3	6	710	500	1951	0	122064	52.7502	-114.563	1100	6000	2	73	285000
42726	4	2.5	2910	20946	2.0	0	0	4	8	2350	560	1976	0	122033	52.9385	-114.43	2020	11342	1	61	705000
42622	5	3.5	2738	6031	2.0	0	0	3	8	2738	0	2014	0	122018	52.5262	-114.54	2738	5201	1	68	395950
42628	3	2.25	2170	5001	2.0	0	0	3	8	2170	0	2014	0	122028	52.9237	-114.528	1700	6991	1	76	802000
42551	4	2.5	2180	10140	1.0	0	0	4	7	1180	1000	1968	0	122005	52.9122	-114.301	1840	9375	2	69	540000
42496	2	1.0	910	22000	1.0	0	0	3	6	910	0	1956	0	122039	52.5077	-114.442	1326	9891	2	79	100000
42544	3	1.75	1150	10466	1.0	0	0	5	7	1150	0	1959	0	122027	52.7831	-114.367	1350	10384	1	60	464500
42711	2	1.0	880	5111	1.0	0	0	3	6	880	0	1931	0	122006	52.9297	-114.504	1370	5111	1	66	400000
42608	5	3.25	3250	14342	2.0	0	4	4	8	3250	0	1968	0	122029	52.818	-114.306	2960	11044	3	55	951000
42666	5	1.75	2020	6565	1.0	0	0	3	8	1120	900	1956	0	122006	52.9121	-114.473	2020	6552	2	75	640000
42600	3	1.75	1260	8487	1.0	0	0	3	7	1260	0	1970	0	122017	52.9964	-114.391	1890	13051	1	80	335500
42544	3	2.5	3200	203425	1.0	0	0	3	10	3200	0	2000	0	122037	52.9914	-114.205	3200	203425	1	70	839000
42593	3	2.0	1850	16535	1.0	0	0	3	7	1850	0	1992	0	122041	52.8865	-114.102	1528	13295	2	77	265000
42616	4	1.75	2100	7960	1.0	0	0	3	8	1340	760	1955	0	122048	52.8379	-114.385	2060	7960	3	80	735000
42595	4	2.5	1850	7850	2.0	0	0	3	8	1850	0	1985	0	122005	52.9214	-114.293	1830	8140	3	64	540000
42650	2	1.0	800	5600	1.0	0	0	5	6	800	0	1955	0	122053	52.7259	-114.362	1100	6000	1	56	189900
42553	3	2.0	1180	7793	1.0	0	0	4	7	1180	0	1992	0	122067	52.6353	-114.371	1720	7793	2	79	265900
42610	5	3.0	4180	8561	2.0	0	0	3	7	4180	0	2003	0	122045	52.9133	-114.23	3425	6591	2	76	673200
42659	4	3.5	4320	8490	2.0	0	0	3	10	3280	1040	2005	0	122011	52.7868	-114.219	4030	11008	2	56	1040000
42642	4	2.5	1560	12220	1.5	0	0	4	7	1560	0	1965	0	122012	52.7587	-114.243	1920	12220	3	65	511100
42609	3	2.5	3530	5414	2.0	0	0	3	10	3530	0	1997	0	122027	52.7839	-114.293	3220	9234	3	68	898000
42519	4	2.25	1820	20349	1.0	0	0	5	8	1340	480	1977	0	122021	52.9715	-114.286	1270	12800	2	74	465000
42544	3	1.0	1050	7577	1.0	0	0	3	7	1050	0	1983	0	122018	52.5191	-114.547	1430	7245	1	64	194000
42706	4	4.25	6410	43838	2.5	0	2	4	12	5610	800	1906	0	122054	52.8003	-114.47	2270	6630	3	61	2730000
42676	3	1.0	1580	8240	1.0	0	0	4	7	1040	540	1978	0	122065	52.5842	-114.371	1480	9200	3	53	253000
42615	3	2.25	2080	50965	1.0	0	0	3	8	1590	490	1979	0	122037	52.9806	-114.253	2270	51836	1	75	460000
42694	3	2.5	2100	6021	2.0	0	0	3	7	2100	0	1992	0	122018	52.5217	-114.565	2091	7547	1	62	277950
42606	3	2.25	2180	9865	1.0	0	0	4	8	1660	520	1966	0	122057	52.7658	-114.425	2600	10034	1	52	910000
42510	3	1.75	1540	12446	1.0	0	0	5	8	1540	0	1967	0	122012	52.7472	-114.217	1330	11508	3	73	396450
42516	4	2.25	1940	9144	1.0	0	0	4	7	1430	510	1956	0	122030	52.8242	-114.325	1460	9437	2	75	495000
42578	5	2.75	2350	4178	1.5	0	0	3	8	1520	830	1922	2015	122047	52.8688	-114.49	1920	4178	2	64	585000
42671	4	2.5	2620	14126	1.0	0	4	4	8	1620	1000	1941	0	122007	52.9283	-114.587	2620	8905	1	71	922000
42658	3	2.0	2610	6000	1.0	0	0	5	7	1310	1300	1941	0	122006	52.905	-114.479	2330	4800	2	57	780000
42707	3	1.75	2060	58341	1.0	0	4	3	8	1100	960	1982	0	122069	52.6493	-114.629	1230	14904	3	50	510000
42578	3	3.5	4070	26000	2.0	0	0	3	11	4070	0	1991	0	122010	52.889	-114.364	3770	26000	1	62	1480000
42523	3	1.0	1040	6860	2.0	0	0	3	6	1040	0	1942	0	122052	52.7421	-114.565	1030	6512	2	62	239000
42607	3	2.0	2040	5600	1.0	0	1	5	7	1120	920	1954	0	122054	52.8259	-114.483	2120	4958	1	79	535000
42676	3	1.75	2145	3840	1.5	0	0	5	8	2145	0	1910	0	122028	52.9175	-114.547	1140	3840	3	75	734000
42656	3	2.0	1480	2502	2.0	0	0	3	7	1480	0	1991	0	122028	52.9269	-114.528	1850	5000	1	50	355000
42512	4	2.5	2380	12067	2.0	0	0	3	7	2380	0	2002	0	122015	52.7173	-114.334	2330	8621	1	50	439950
42636	3	2.0	1360	4840	1.5	0	0	3	8	1360	0	1936	0	122064	52.7787	-114.566	1450	4840	3	67	382000
42671	3	2.5	1190	8175	1.0	0	0	3	7	1190	0	1986	0	122042	52.6856	-114.393	2230	9520	2	79	290000
42567	4	1.0	1620	37075	1.5	0	0	3	7	1620	0	1943	0	122036	52.7954	-114.119	2190	87117	2	79	430000
42511	4	5.5	5060	10320	2.0	0	0	3	11	5060	0	2008	0	122048	52.8545	-114.4	3010	10080	3	79	2150000
42620	3	2.5	1410	2500	2.0	0	0	3	7	1410	0	2006	0	122052	52.7432	-114.548	1290	5190	3	50	265000
42498	3	2.5	3560	107290	2.0	0	0	3	10	3560	0	1987	0	122045	52.8952	-114.239	3660	89298	1	69	851000
42501	3	2.5	2010	2287	2.0	0	0	3	8	1390	620	2014	0	122011	52.7817	-114.188	1690	1662	1	59	453246
42523	3	1.5	1180	9048	1.0	0	0	3	7	1180	0	1960	0	122060	52.6627	-114.518	1460	8942	2	65	193000
42657	3	3.5	1690	1765	2.0	0	0	3	8	1370	320	2006	0	122028	52.8836	-114.53	1690	1694	1	68	622000
42679	2	1.0	1160	5029	1.0	0	0	3	7	910	250	1940	0	122006	52.9023	-114.456	1220	5029	2	56	605125
42721	5	1.5	1950	9000	1.0	0	0	3	7	1130	820	1964	0	122052	52.7182	-114.529	1680	9526	2	50	275000
42636	4	2.0	2020	7767	1.0	0	0	3	8	2020	0	1995	0	122040	52.5691	-114.499	1940	8239	2	74	315000
42622	3	1.5	1540	8400	1.0	0	0	5	7	1540	0	1968	0	122053	52.7537	-114.389	1690	7689	1	62	380000
42711	4	1.75	1650	6900	1.0	0	0	3	7	910	740	1978	1993	122072	52.5102	-114.401	1540	7645	1	55	238000
42657	3	1.75	1260	8614	1.0	0	0	4	7	1260	0	1985	0	122024	52.5886	-114.246	1600	8614	3	80	245000
42575	3	3.25	3130	28001	1.0	0	0	3	9	2210	920	1985	0	122021	53.0041	-114.312	2710	34999	1	65	595000
42621	3	1.75	1810	24586	1.0	0	4	4	9	930	880	1983	0	122057	52.7614	-114.412	3540	14200	2	55	990000
42628	3	2.75	2600	12860	1.0	0	0	3	7	1350	1250	1965	0	122041	52.925	-114.108	2260	12954	3	58	430000
42533	3	1.75	2350	20820	1.0	0	0	4	8	1800	550	1978	0	122019	52.8395	-114.249	2040	10800	3	74	615000
42683	3	1.0	980	12812	1.0	0	0	3	7	980	0	1956	0	122056	52.7192	-114.496	1430	8986	2	78	218000
42539	3	2.5	2650	40705	2.0	0	0	3	9	2650	0	1994	0	122045	52.898	-114.253	2550	42625	1	69	770000
42594	4	2.0	1710	4178	1.5	0	0	4	8	1710	0	1926	0	122047	52.8673	-114.49	1760	4178	3	73	895000
42501	3	1.0	1830	8209	1.0	0	0	3	7	1830	0	1942	0	122058	52.9739	-114.418	2150	12000	3	75	270000
42571	3	1.5	1560	5000	1.0	0	0	5	7	1560	0	1961	0	122068	52.4348	-114.189	1400	10489	2	58	265000
42694	5	2.5	2000	3600	1.0	0	0	3	6	1150	850	1987	0	122054	52.8271	-114.485	1410	3600	3	51	441000
42578	3	3.25	2760	6420	2.0	0	2	3	9	2110	650	1991	0	122067	52.6195	-114.411	2030	7725	3	50	375000
42545	3	2.5	1800	2790	2.0	0	0	3	8	1800	0	2011	0	122064	52.7755	-114.561	1580	2036	3	77	364000
42561	3	2.0	1860	7400	1.0	0	0	3	8	930	930	1922	2004	122031	52.6898	-114.542	1640	8461	3	80	385000
42624	2	2.0	1300	4659	1.0	0	0	3	8	1300	0	2005	0	122045	52.9432	-114.223	1640	4780	3	67	344000
42680	4	3.5	4270	12305	2.0	0	2	3	10	4270	0	1994	0	122027	52.7789	-114.308	4190	13137	2	76	1160000
42659	4	2.75	3590	5625	2.0	0	0	3	10	3590	0	2012	0	122005	52.9259	-114.323	3590	5625	3	79	1100000
42546	3	3.25	1370	913	2.0	0	0	3	8	1100	270	2006	0	122009	52.7936	-114.578	1370	915	1	52	390000
42517	3	2.5	2400	9701	1.0	0	0	3	9	2400	0	1990	0	122018	52.5381	-114.582	2400	8258	3	74	355000
42492	2	1.0	900	5000	1.0	0	0	3	7	900	0	1944	0	122007	52.9183	-114.585	1280	5000	1	68	553000
42561	4	3.5	3560	6098	2.0	0	0	3	10	3560	0	2006	0	122020	52.8128	-114.162	3660	6846	1	67	790000
42641	3	2.0	1640	4875	1.0	0	0	4	7	1040	600	1977	0	122035	52.5961	-114.284	1640	5200	1	79	231000
42634	4	2.75	2270	14565	2.0	0	0	3	9	2270	0	1965	0	122057	52.7903	-114.412	2610	10180	1	61	855000
42538	5	2.5	3600	17300	1.0	0	0	4	8	2410	1190	1968	0	122031	52.6768	-114.531	2620	30200	2	78	403500
42722	2	1.75	1880	7208	1.0	0	0	3	7	940	940	1951	0	122006	52.9246	-114.518	1880	8051	2	72	340000
42531	3	3.5	1650	2262	3.0	0	0	3	8	1650	0	2010	0	122028	52.9123	-114.537	1620	3166	2	59	547500
42517	3	1.5	1430	8960	1.0	0	0	4	6	1430	0	1953	0	122031	52.7059	-114.539	1560	10125	3	59	270000
42537	3	1.0	1580	3840	2.0	0	0	3	8	1580	0	1908	0	122013	52.8492	-114.509	1680	2624	1	63	729000
42683	3	2.5	2320	3980	2.0	0	0	3	8	2320	0	2003	0	122012	52.7691	-114.26	2580	3980	2	59	580500
42652	3	1.75	2600	15064	1.0	0	0	4	8	1700	900	1967	0	122048	52.87	-114.394	2940	14984	3	61	860000
42714	3	2.25	2520	78408	2.0	0	0	3	9	2520	0	1988	0	122039	52.5814	-114.469	1490	29972	2	73	449888
42599	3	1.0	960	9000	1.0	0	0	4	7	960	0	1955	0	122027	52.8065	-114.344	1520	9000	3	56	290000
42496	6	2.5	3560	6480	2.5	0	0	4	11	3560	0	1914	0	122047	52.857	-114.494	2780	6480	2	66	1500000
42540	5	3.25	3240	6551	1.5	0	4	4	9	2500	740	1939	0	122006	52.9092	-114.463	2740	9300	3	63	1230000
42568	2	1.0	1280	21750	1.5	0	0	5	6	1280	0	1912	0	122039	52.5396	-114.431	1520	21750	2	63	170000
42579	3	1.5	1980	4000	2.0	0	0	3	8	1980	0	1919	0	122061	52.8664	-114.541	1980	3600	1	78	707000
42547	4	1.75	2860	48351	1.0	0	0	3	8	1710	1150	1978	0	122037	52.9905	-114.275	2460	43560	1	73	530000
42557	4	3.25	3990	9786	2.0	0	0	3	9	3990	0	2004	0	122045	52.9084	-114.216	3920	8200	2	66	866000
42543	3	1.0	1620	9450	1.5	0	0	3	7	1620	0	1928	0	122056	52.7436	-114.503	2070	11970	2	69	265000
42545	3	1.75	1230	8250	1.0	0	0	3	7	1230	0	1966	0	122046	52.6826	-114.366	1250	8250	1	65	280000
42690	3	3.0	2610	22672	1.5	1	4	4	8	2610	0	1952	0	122031	52.6714	-114.544	2810	22672	1	50	1580000
42503	4	3.5	4910	9444	1.5	0	0	3	11	3110	1800	2007	0	122019	52.8802	-114.256	4560	11063	2	52	1220000
42683	4	2.5	2506	7206	2.0	0	0	3	8	2506	0	2007	0	122018	52.5536	-114.527	2441	7220	1	55	350000
42629	4	2.5	2070	8127	1.5	0	0	3	9	1590	480	1924	2003	122022	52.9616	-114.479	2050	8131	1	70	600000
42599	3	1.0	1120	8631	1.0	0	0	3	7	1120	0	1942	0	122022	52.9377	-114.504	1350	7714	1	53	311000
42637	3	2.5	3570	35271	2.0	0	0	3	9	3570	0	1997	0	122012	52.7082	-114.225	3510	37194	3	56	725000
42648	3	1.0	1090	17630	1.0	0	0	4	7	1090	0	1962	0	122072	52.518	-114.386	1300	12000	3	67	197000
42543	2	1.0	870	11100	1.0	0	0	3	6	870	0	1940	0	122052	52.7338	-114.554	1370	10404	3	62	234000
42589	2	1.0	720	6321	1.0	0	0	3	6	720	0	1940	0	122051	52.781	-114.479	920	5684	1	54	235000
42531	5	6.25	8670	64033	2.0	0	4	3	13	6120	2550	1965	2003	122050	52.9595	-114.562	4140	81021	3	78	2890000
42621	3	2.5	1870	9825	1.0	0	0	4	7	1250	620	1994	0	122025	52.6939	-113.934	1380	11475	1	68	325000
42638	4	2.5	2030	4596	2.0	0	0	3	8	2030	0	2014	0	122039	52.5815	-114.465	2040	4705	2	75	349500
42620	4	2.5	2550	6382	2.0	0	0	3	7	2550	0	2007	0	122008	52.7502	-114.06	2430	5900	2	62	492000
42592	3	2.5	1730	7202	1.0	0	0	3	7	1330	400	1991	0	122043	52.6399	-114.519	2100	8125	1	63	379260
42663	3	1.0	1230	7020	1.0	0	0	3	7	1090	140	1924	0	122009	52.8019	-114.58	1390	5850	1	74	410000
42581	3	3.25	2260	7701	2.0	0	0	3	8	1760	500	2000	0	122052	52.7353	-114.567	1880	7529	2	69	477590
42616	3	2.0	1940	6440	1.0	0	2	5	7	970	970	1940	0	122009	52.7964	-114.579	1730	4640	2	63	651000
42546	4	2.5	2250	7526	2.0	0	0	3	8	2250	0	1989	0	122015	52.7423	-114.34	1980	7526	3	76	440000
42566	3	3.0	1660	1849	3.0	0	0	3	9	1660	0	2013	0	122028	52.8949	-114.543	1660	3300	1	79	716000
42714	3	2.25	2680	41804	1.0	0	0	3	9	2680	0	1989	0	122025	52.7128	-113.92	2680	40866	1	79	676000
42663	3	2.5	1320	4320	1.0	0	0	3	6	660	660	1918	0	122034	52.7627	-114.537	1190	4200	2	67	366000
42571	4	3.75	3320	8030	2.0	0	0	3	10	3320	0	2005	0	122020	52.8118	-114.162	3740	8030	1	80	802500
42524	3	2.0	1670	7757	1.0	0	0	3	8	1670	0	1992	0	122065	52.6102	-114.397	2290	7859	1	62	289950
42671	3	3.0	1260	1634	3.0	0	0	3	8	1260	0	1998	0	122028	52.927	-114.539	1260	1135	2	67	342000
42551	3	2.5	2200	11000	2.0	0	2	3	9	2200	0	1978	0	122029	52.8216	-114.302	2200	12851	2	74	580000
42685	4	2.5	3140	16200	1.0	0	1	3	9	2570	570	1988	0	122031	52.6663	-114.532	2530	13200	2	71	765000
42582	4	1.5	2040	10726	1.0	0	0	3	7	1380	660	1954	0	122050	53.002	-114.548	1610	10020	2	61	385000
42657	2	1.75	2220	33000	1.0	0	0	4	8	2220	0	1970	0	122021	52.9703	-114.319	2220	33000	2	60	494950
42516	2	2.0	1880	5400	1.5	0	0	3	8	1880	0	1902	0	122047	52.8538	-114.501	1590	5400	1	62	751750
42540	3	1.5	1520	4288	1.0	0	0	3	7	1020	500	1949	0	122016	52.7584	-114.577	1660	4288	3	74	380000
42713	4	5.25	4140	14757	2.0	0	2	3	11	4140	0	2005	0	122020	52.8171	-114.159	4440	15523	1	68	1060000
42586	4	2.5	2190	17600	1.0	0	0	4	7	1110	1080	1966	0	122015	52.7012	-114.302	1820	17600	3	72	370000
42620	3	1.0	1010	8108	1.0	0	0	3	7	1010	0	1955	0	122014	52.965	-114.499	1110	8108	3	67	200000
42617	4	3.0	2160	4400	1.0	0	0	5	7	1320	840	1921	0	122044	52.8463	-114.483	1430	4400	2	55	665000
42516	4	3.0	5940	11533	2.0	0	4	3	11	4950	990	2004	0	122008	52.7743	-114.06	4240	12813	2	64	1150000
42494	3	2.5	1940	3211	2.0	0	0	3	8	1940	0	2009	0	122012	52.7944	-114.283	1880	3078	3	60	555000
42715	3	1.75	1560	14288	1.0	0	0	3	6	780	780	1944	0	122022	52.9483	-114.496	1320	8928	3	72	385000
42545	3	2.5	2180	7508	1.0	0	0	4	7	1420	760	1962	0	122038	52.9906	-114.526	1900	7818	1	68	400000
42495	4	2.5	2000	5390	2.0	0	0	3	7	2000	0	2003	0	122035	52.6032	-114.319	2330	5390	3	73	284000
42602	3	2.25	2350	51400	1.0	0	0	3	7	1390	960	1977	0	122037	52.9717	-114.243	2350	51400	2	75	462500
42669	2	1.75	1700	5000	1.0	0	0	3	6	850	850	1915	0	122007	52.9087	-114.553	1690	5000	1	56	511718
42648	3	1.5	1460	8505	1.0	0	0	4	7	1460	0	1955	0	122042	52.6702	-114.385	1580	8505	3	54	265000
42687	1	1.0	460	4120	1.0	0	0	3	4	460	0	1937	0	122042	52.7168	-114.389	990	4120	3	67	247000
42677	3	2.0	1510	3413	2.0	0	0	3	7	1510	0	1985	0	122067	52.6212	-114.357	1570	3777	3	59	230000
42517	6	2.75	3610	17580	1.0	0	4	5	9	2070	1540	1959	0	122020	52.8039	-114.259	2890	14060	2	59	968000
42645	4	2.75	2630	15000	1.0	0	0	4	7	1690	940	1976	0	122021	52.9725	-114.279	1800	16500	3	69	500000
42495	3	1.0	1230	9568	1.0	0	0	5	7	1230	0	1962	0	122053	52.769	-114.369	1270	9575	2	56	387000
42686	2	2.0	1470	2052	1.5	0	0	3	7	1470	0	1986	0	122040	52.5386	-114.518	1470	2052	2	59	239000
42714	5	2.75	2880	20274	1.0	0	3	4	9	1660	1220	1959	0	122048	52.8567	-114.412	3750	20220	1	63	1800000
42574	4	3.75	4490	7623	2.0	0	0	4	10	3090	1400	1941	0	122047	52.8615	-114.48	3760	7653	3	64	1720000
42531	3	3.25	1460	1592	2.0	0	0	3	8	1130	330	2006	0	122064	52.7781	-114.564	1560	1701	3	76	350000
42606	3	1.0	1150	4681	1.0	0	0	3	7	1150	0	1955	0	122038	52.9584	-114.526	1150	6800	2	59	358000
42690	4	2.5	2714	12558	2.0	0	0	3	9	2714	0	2014	0	122067	52.5822	-114.391	2873	8269	2	77	485230
42526	5	2.75	2440	8000	1.0	0	0	4	7	1240	1200	1972	0	122033	52.9583	-114.36	1780	8391	2	60	525000
42686	2	1.0	680	4190	1.0	0	0	2	5	680	0	1906	0	122028	52.9201	-114.548	1070	4175	3	56	275000
42610	3	2.0	2710	5000	2.0	0	0	3	6	2710	0	1951	0	122064	52.7488	-114.563	850	5000	3	79	260000
42622	2	1.0	840	7870	1.0	0	0	3	6	840	0	1949	0	122014	52.9689	-114.516	1442	8131	1	57	251000
42651	4	2.0	2430	199940	1.0	0	0	3	8	1310	1120	1961	0	122024	52.6416	-114.219	2220	150282	1	56	449500
42541	3	2.5	2200	20000	1.0	0	1	3	7	1400	800	1952	0	122048	52.8109	-114.381	3050	11775	2	64	1100000
42557	3	1.75	2220	11646	1.0	0	0	3	7	1270	950	1950	0	122058	53.0062	-114.46	1490	10003	1	66	320000
42572	4	3.5	3670	4960	2.0	0	0	3	9	2870	800	2005	0	122050	52.9322	-114.564	1520	6335	3	57	796000
42589	4	1.75	2270	9830	1.0	0	0	4	8	2270	0	1959	0	122049	52.8299	-114.366	2540	11990	1	53	615000
42599	3	1.0	1240	4080	1.0	0	0	3	7	1240	0	1925	0	122028	52.897	-114.523	2060	4080	1	60	625000
42585	3	2.25	1610	8296	2.0	0	0	3	8	1610	0	1978	0	122006	52.93	-114.487	1610	8288	2	74	450000
42599	3	1.75	1650	169448	1.0	0	0	3	7	1220	430	1977	0	122033	52.956	-114.381	1540	8400	1	55	305000
42621	5	2.0	2760	6420	1.0	0	0	5	7	1380	1380	1964	0	122051	52.7696	-114.466	1400	7112	1	50	399950
42546	2	1.0	620	2475	1.0	0	0	5	6	620	0	1911	0	122026	52.8955	-114.561	1290	2475	1	76	402000
42722	3	2.5	2070	10908	2.0	0	0	3	8	2070	0	1986	0	122011	52.7965	-114.213	2220	10975	2	70	567000
42670	3	3.0	3030	5156	1.5	0	0	4	9	2080	950	1929	0	122003	52.877	-114.559	1910	5720	2	67	879000
42516	5	3.0	2840	7199	1.0	0	0	3	7	1710	1130	2003	0	122063	52.7365	-114.465	2210	10800	3	55	292050
42585	4	2.5	4040	9630	1.0	0	3	4	9	2020	2020	1951	0	122032	52.8708	-114.6	3160	8025	3	62	1400000
42634	5	2.75	2580	9242	2.0	0	2	4	8	1720	860	1967	0	122030	52.8243	-114.323	2240	9316	3	51	713000
42629	3	1.5	1690	6010	1.0	0	0	3	7	1230	460	1946	0	122006	52.9255	-114.481	1690	5418	1	60	440000
42602	3	1.75	1880	16239	1.0	0	0	3	7	880	1000	1922	0	122006	52.9304	-114.494	1260	7528	2	73	452000
42578	4	2.0	1990	29078	2.0	0	0	3	9	1990	0	1984	0	122019	52.8771	-114.247	2310	28353	3	52	540000
42603	4	2.25	3780	5160	2.0	0	0	4	9	2510	1270	1907	0	122047	52.8575	-114.498	2740	5160	2	77	1400000
42586	5	4.5	4280	8465	2.0	0	0	3	10	4280	0	2014	0	122033	52.9625	-114.355	2990	11067	2	72	995500
42524	1	1.0	650	15364	1.0	0	0	4	5	650	0	1967	0	122035	52.6021	-114.349	1630	7952	2	75	129000
42664	3	2.5	1320	1780	2.0	0	0	3	7	880	440	2005	0	122051	52.758	-114.459	3040	6000	3	59	221000
42525	4	5.25	4670	43950	2.0	0	0	3	12	4670	0	1989	0	122027	52.7756	-114.316	4900	35000	3	72	1420000
42540	1	0.75	380	15000	1.0	0	0	3	5	380	0	1963	0	122056	52.711	-114.513	1170	15000	2	56	245000
42603	3	2.25	2730	10675	2.0	0	0	3	9	2730	0	1990	0	122019	52.8589	-114.232	2770	10570	3	65	678000
42558	3	1.0	1340	13750	1.0	0	0	4	7	1340	0	1955	0	122027	52.8071	-114.341	1430	11400	1	77	479000
42558	4	1.75	2100	11942	1.0	0	0	3	7	1030	1070	1964	0	122034	52.78	-114.546	1170	6986	3	59	368000
42651	5	3.0	2020	5917	1.0	0	0	3	7	1220	800	1993	0	122059	52.7782	-114.484	2130	5529	2	60	311000
42680	3	2.0	1390	6005	2.0	0	0	3	8	1390	0	2005	0	122068	52.4417	-114.18	1264	5550	2	76	267000
42539	5	2.0	3530	9385	1.5	0	0	3	9	3530	0	1925	0	122054	52.8074	-114.475	4100	9203	1	70	930000
42635	3	2.5	2460	10300	1.0	0	0	3	10	2460	0	1992	0	122007	52.9299	-114.581	2410	5250	3	73	995000
42498	3	2.0	1690	9583	1.0	0	0	4	7	1690	0	1969	0	122015	52.7125	-114.354	1690	9583	1	50	270000
42711	4	1.75	1810	21650	2.0	0	0	4	7	1810	0	1961	0	122037	52.9658	-114.266	2700	29680	1	61	465000
42680	6	2.25	4910	6600	2.5	0	0	5	10	3580	1330	1910	0	122013	52.8758	-114.51	3280	5500	3	60	1680000
42536	3	2.5	3100	23790	2.0	0	0	3	9	3100	0	2002	0	122020	52.8182	-114.201	2250	40854	2	61	759950
42582	4	4.0	4168	8485	2.0	0	0	3	10	3222	946	2007	0	122018	52.5329	-114.577	4362	8100	2	66	442000
42629	4	1.5	1770	6650	1.0	0	0	3	7	1770	0	1958	0	122029	52.8311	-114.314	1600	7000	2	57	375000
42623	4	3.25	3640	3604	2.0	0	2	5	9	1960	1680	1913	0	122044	52.8445	-114.474	1940	4600	1	50	1270000
42601	4	1.75	1440	4300	1.5	0	0	4	8	1290	150	1929	0	122007	52.9146	-114.562	1640	5000	2	67	656000
42722	3	2.75	2070	54557	2.0	0	0	3	8	2070	0	1996	0	122046	52.6959	-114.306	2190	49658	3	69	770000
42704	3	2.0	1290	5000	1.0	0	0	5	7	1290	0	1990	0	122035	52.5958	-114.275	1290	7366	3	71	253000
42550	2	1.0	1200	24792	2.0	0	0	2	7	1200	0	1976	0	122045	52.8637	-114.151	2150	24792	3	79	170000
42545	3	2.5	1150	887	3.0	0	0	3	7	1150	0	2007	0	122038	52.9372	-114.546	1180	915	2	70	288000
42606	5	2.0	3930	10150	1.5	0	0	4	8	3070	860	1968	0	122029	52.8617	-114.304	2200	8190	3	50	589000
42663	4	4.25	4500	215186	2.0	0	3	3	11	2630	1870	2009	0	122011	52.789	-114.235	3030	25447	1	75	1830000
42643	4	3.25	2470	4760	1.5	0	0	5	9	1890	580	1906	0	122047	52.8631	-114.5	2470	4760	1	52	1330000
42546	4	1.5	1770	4670	2.0	0	0	3	7	1770	0	1947	0	122009	52.7921	-114.584	970	5750	2	62	440000
42704	3	2.25	1400	10436	1.0	0	0	4	7	1040	360	1985	0	122046	52.6561	-114.334	1860	9318	2	72	258900
42530	3	2.5	2550	45254	2.0	0	0	3	9	2550	0	2001	0	122045	52.8798	-114.154	2190	49222	1	67	695000
42678	4	1.0	1330	8184	1.5	0	0	3	7	1330	0	1949	0	122038	52.9643	-114.537	1220	660	2	61	290000
42649	5	2.25	2070	10488	1.0	0	0	4	7	1080	990	1958	0	122029	52.8395	-114.312	1740	9225	3	73	400000
